164.0,101.0,216.0,174.0,193.0,170.0,173.0,139.0,192.0,164.0,86.0,234.0,176.0,118.0,207.0,174.0,211.0,176.0,171.0,218.0,169.0,173.0,171.0,171.0,165.0,102.0,214.0,175.0,190.0,168.0,174.0,228.0,160.0,174.0,232.0,157.0,175.0,209.0,157.0,173.0,171.0,171.0,0.0
164.0,101.0,216.0,174.0,193.0,170.0,173.0,139.0,192.0,164.0,86.0,234.0,176.0,118.0,207.0,174.0,211.0,176.0,171.0,218.0,169.0,173.0,171.0,171.0,165.0,102.0,214.0,175.0,190.0,168.0,174.0,228.0,160.0,174.0,232.0,157.0,175.0,208.0,158.0,173.0,171.0,171.0,0.0
164.0,101.0,216.0,174.0,193.0,170.0,173.0,139.0,192.0,164.0,86.0,234.0,176.0,118.0,207.0,174.0,211.0,176.0,171.0,218.0,169.0,173.0,171.0,171.0,165.0,102.0,214.0,175.0,190.0,168.0,174.0,228.0,160.0,174.0,232.0,157.0,175.0,208.0,158.0,173.0,171.0,171.0,0.0
164.0,101.0,216.0,174.0,193.0,170.0,173.0,139.0,192.0,164.0,86.0,234.0,176.0,118.0,207.0,174.0,211.0,176.0,171.0,218.0,169.0,173.0,171.0,171.0,165.0,102.0,214.0,175.0,190.0,168.0,174.0,228.0,160.0,174.0,232.0,157.0,175.0,208.0,158.0,173.0,171.0,171.0,0.0
164.0,101.0,216.0,174.0,193.0,170.0,173.0,139.0,192.0,164.0,86.0,234.0,176.0,118.0,207.0,174.0,211.0,176.0,171.0,218.0,169.0,173.0,171.0,171.0,165.0,102.0,214.0,175.0,190.0,168.0,174.0,228.0,160.0,174.0,232.0,157.0,175.0,208.0,158.0,173.0,171.0,171.0,0.0
164.0,101.0,216.0,174.0,193.0,170.0,173.0,139.0,192.0,164.0,86.0,234.0,176.0,118.0,207.0,174.0,211.0,176.0,171.0,218.0,169.0,173.0,171.0,171.0,165.0,102.0,214.0,175.0,190.0,168.0,174.0,228.0,160.0,174.0,232.0,157.0,175.0,208.0,158.0,173.0,175.0,171.0,0.0
164.0,101.0,216.0,174.0,193.0,170.0,173.0,139.0,192.0,164.0,86.0,234.0,175.0,116.0,206.0,174.0,211.0,176.0,171.0,218.0,169.0,173.0,171.0,171.0,165.0,102.0,214.0,175.0,190.0,168.0,174.0,228.0,160.0,174.0,232.0,157.0,175.0,208.0,158.0,173.0,175.0,171.0,0.0
164.0,101.0,216.0,174.0,193.0,170.0,173.0,139.0,192.0,164.0,86.0,234.0,175.0,116.0,206.0,174.0,211.0,176.0,171.0,218.0,169.0,173.0,171.0,171.0,165.0,102.0,214.0,175.0,190.0,168.0,174.0,228.0,160.0,174.0,232.0,157.0,175.0,208.0,158.0,173.0,175.0,171.0,0.0
164.0,101.0,216.0,174.0,193.0,170.0,173.0,139.0,192.0,164.0,86.0,234.0,175.0,116.0,206.0,174.0,211.0,176.0,171.0,218.0,169.0,173.0,171.0,171.0,165.0,102.0,214.0,175.0,190.0,168.0,174.0,228.0,160.0,174.0,232.0,157.0,175.0,208.0,158.0,173.0,175.0,171.0,0.0
164.0,101.0,216.0,174.0,193.0,170.0,173.0,139.0,192.0,164.0,86.0,234.0,175.0,116.0,206.0,174.0,211.0,176.0,171.0,218.0,169.0,173.0,171.0,171.0,165.0,102.0,214.0,175.0,190.0,168.0,174.0,228.0,160.0,174.0,232.0,157.0,175.0,208.0,158.0,173.0,175.0,171.0,0.0
164.0,101.0,216.0,174.0,193.0,170.0,173.0,139.0,192.0,164.0,86.0,234.0,175.0,116.0,206.0,174.0,211.0,176.0,171.0,218.0,169.0,173.0,171.0,171.0,165.0,102.0,214.0,175.0,190.0,168.0,174.0,228.0,160.0,174.0,232.0,157.0,175.0,208.0,158.0,173.0,175.0,171.0,0.0
164.0,101.0,216.0,174.0,193.0,170.0,173.0,139.0,192.0,164.0,86.0,234.0,175.0,116.0,206.0,174.0,211.0,176.0,172.0,216.0,169.0,173.0,171.0,171.0,165.0,102.0,214.0,175.0,190.0,168.0,174.0,228.0,160.0,174.0,232.0,157.0,175.0,208.0,158.0,173.0,175.0,171.0,0.0
164.0,101.0,216.0,174.0,193.0,170.0,173.0,139.0,192.0,164.0,86.0,234.0,175.0,116.0,206.0,172.0,203.0,173.0,172.0,216.0,169.0,173.0,171.0,171.0,165.0,102.0,214.0,175.0,190.0,168.0,174.0,228.0,160.0,174.0,232.0,157.0,175.0,208.0,158.0,173.0,175.0,171.0,0.0
164.0,101.0,216.0,174.0,193.0,170.0,173.0,139.0,192.0,164.0,86.0,234.0,175.0,116.0,206.0,172.0,203.0,173.0,172.0,216.0,169.0,173.0,171.0,171.0,165.0,102.0,214.0,175.0,190.0,168.0,174.0,228.0,160.0,174.0,232.0,157.0,175.0,208.0,158.0,173.0,175.0,171.0,0.0
164.0,101.0,216.0,174.0,193.0,170.0,173.0,139.0,192.0,164.0,86.0,234.0,175.0,116.0,206.0,172.0,203.0,173.0,172.0,216.0,169.0,173.0,171.0,171.0,165.0,102.0,214.0,175.0,190.0,168.0,174.0,228.0,160.0,174.0,232.0,157.0,175.0,208.0,158.0,173.0,175.0,171.0,0.0
164.0,101.0,216.0,174.0,193.0,170.0,173.0,139.0,192.0,164.0,86.0,234.0,175.0,116.0,206.0,172.0,203.0,173.0,172.0,216.0,169.0,173.0,171.0,171.0,165.0,102.0,214.0,175.0,190.0,168.0,174.0,228.0,160.0,174.0,232.0,157.0,175.0,208.0,158.0,173.0,175.0,171.0,0.0
