240.42727790167021,243.35855062709959,1.0
-121.8857530533694,245.14958792736195,1.0
117.31583604646994,242.80540546874329,1.0
-241.45845511265634,239.2828405202082,1.0
242.79010166424439,92.006283307417277,1.0
123.19633023698293,91.418664877610809,1.0
-123.03357659607593,92.072084220014176,1.0
-240.86148968670977,89.707519495366853,1.0
243.52752954335483,-92.763230899739654,1.0
-124.06200705359311,-90.920483692301787,1.0
122.18194602478206,-95.093322352936809,1.0
-245.41461369482397,-91.490865486383143,1.0
244.13151809195949,-244.0982615836968,1.0
119.26124102278982,-244.63417010632784,1.0
-248.32127245149991,-244.55113255800575,1.0
-125.19578435098322,-247.51740671788113,1.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
